group_id	prompt	win_utt	win_wav	lose_utt	lose_wav
47233	<|spk_1|>嗯那这样女士麻烦您听到一段音乐后不要挂机，由于我这边是咱们呃客户的这个客服我我现在需要为您转接到咱们商家客服，麻烦您听到一段音乐后不要挂机。	47233_014	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/47233_014.wav	47233_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/47233_028.wav
11272	<|spk_1|>那这样先生我已经向您的来电号码上发送一条短信链接，麻烦您根据短信链接上传一下餐品有异物的这个照片我马上给您进行处理的。	11272_001	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11272_001.wav	11272_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11272_028.wav
05104	<|spk_1|>您有这个全号吗，真实号码有吗。	05104_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05104_028.wav	05104_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05104_021.wav
17139	<|spk_1|>啊准时宝，就是说，您的餐品给您送达的时候，如果给您配送超时,给您有这个方面一个相应补偿的先生，您看这边可以吗，我这边马上为您补偿一个三元的这个通用红包券，无门槛的，在其他商家都可以正常下单使用的。	17139_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17139_017.wav	17139_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17139_016.wav
03030	<|spk_1|>过不去是吗？	03030_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/03030_008.wav	03030_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/03030_025.wav
46384	<|spk_1|>啊对的对的，头像上有个账号。	46384_013	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46384_013.wav	46384_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46384_028.wav
52893	<|spk_1|>那红包会员进行个正常退款呢。	52893_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/52893_019.wav	52893_022	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/52893_022.wav
52133	<|spk_1|>啊就需要购买这个叫做加量包，这是另外一个产品加量包。	52133_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/52133_025.wav	52133_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/52133_016.wav
37806	<|spk_1|>好的女士，那，呃，退款之后呢这笔订单金额将全部退给客户，就月结的时候不给您商家进行结算了，告知您一下。	37806_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37806_016.wav	37806_022	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37806_022.wav
02137	<|spk_1|>嗯请您先不要生气和着急啦，女士请您先不要生气和着急啦，我看到咱们呢骑手呢是。	02137_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/02137_029.wav	02137_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/02137_028.wav
51705	<|spk_1|>那您这样先生您方便把您的来电手机号码告知给一下咱们这个骑手，或者咱们的一个商家让咱骑手再次给您补送一下您看可以吗？	51705_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51705_025.wav	51705_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51705_016.wav
37365	<|spk_1|>哎许先生您是老板是吗？	37365_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37365_000.wav	37365_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37365_027.wav
32393	<|spk_1|>嗯非常抱歉给您带来麻烦了先生，您反馈这商家的问题呢咱们会进行一个如实记录投诉会马上反馈给商家的服务部门会马上下调这名商家的一个销量和排名也非常感谢您的监督先生。	32393_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32393_016.wav	32393_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32393_027.wav
06155	<|spk_1|>女士您好非常抱歉打扰您了，我是美团网的工作人员咱家华莱士炸鸡汉堡朝阳东路店美团十九号订单，啊已经超时很久了客户不要这个餐品了需要退款您看这边同意吗。	06155_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/06155_027.wav	06155_018	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/06155_018.wav
19698	<|spk_1|>好了先生，非常抱歉给您造成不好消费体验了，来电表示说，呃，是这个米饭是坏掉了状态，口味不佳还是已经馊了还是变质情况呢？	19698_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19698_017.wav	19698_011	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19698_011.wav
intern_f01_06973	<|spk_1|>你可以随时还清任何一笔或全部借款，您只需要结清利息即可，不需要支付任何其他费用。	intern_f01_06973_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_06973_025.wav	intern_f01_06973_014	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_06973_014.wav
14403	<|spk_1|>非常感谢您请您先挂机再见。	14403_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/14403_006.wav	14403_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/14403_025.wav
31663	<|spk_1|>先生我联系咱们骑手，骑手表示说，可能是到商家取餐，在给您送过去，然后可能是需要三十分钟，先生，您看您方便，可以耐心等待一下吗，	31663_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31663_024.wav	31663_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/31663_027.wav
11831	<|spk_1|>七二五零是吗？	11831_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11831_010.wav	11831_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11831_025.wav
22208	<|spk_1|>啊平台这边呢会记录一下商家的这个服务态度差的这个情况的，如果这个商家在短期内受到多名顾客这样投诉的话会对商家进行<n>置休处理，如果情节严重的话会清除这个外卖平台<n>。	22208_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/22208_008.wav	22208_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/22208_027.wav
17437	<|spk_1|>好，先生非常抱歉，耽误您的时间了，我这边是查看到，您稍等，我查看一下，我看到是实际送达时间是一点十六分是吗？	17437_022	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17437_022.wav	17437_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17437_010.wav
15110	<|spk_1|>一般是在月。	15110_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15110_024.wav	15110_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15110_026.wav
36702	<|spk_1|>您这样先生，呃，需要咱们客户您再次核实一下您的这个。	36702_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36702_029.wav	36702_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36702_010.wav
21768	<|spk_1|>呃李店长是吗？	21768_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21768_020.wav	21768_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21768_023.wav
17752	<|spk_1|>您好我姓申请问有什么可以帮您。	17752_013	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17752_013.wav	17752_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17752_023.wav
15515	<|spk_1|>好的女士非常抱歉给您带来不好的消费体验了，我看到是您有进您有在昨天来电反馈这个牛一锅烤肉是这个商家问题吗您要投诉这个骑手是吗。	15515_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15515_023.wav	15515_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/15515_029.wav
48206	<|spk_1|>还没有收货，就给咱们点击完成了是吧？	48206_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48206_027.wav	48206_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48206_025.wav
36585	<|spk_1|>嗯嗯嗯您需要咱们客服您表示说需要退款之后重新下单是吗？	36585_004	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36585_004.wav	36585_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36585_029.wav
55716	<|spk_1|>好的，请您先挂机，咱们三十分钟内见。	55716_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/55716_015.wav	55716_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/55716_024.wav
18118	<|spk_1|>您的订单金额一共是二十三元会在会在一到三个工作日原路返回到您的原支付账户请您注意查收。	18118_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/18118_019.wav	18118_011	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/18118_011.wav
11784	<|spk_1|>您好我姓申，请问有什么可以帮您。	11784_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11784_029.wav	11784_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11784_020.wav
13876	<|spk_1|>先生麻烦问一下就是说这个骑手就给您配送的这个人员，在啊通话中或者短信中有。	13876_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/13876_020.wav	13876_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/13876_026.wav
35258	<|spk_1|>嗯好的先生那这边不打扰您啦嗯祝您生活愉快请您先挂机上传餐品图片感谢您。	35258_007	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35258_007.wav	35258_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35258_023.wav
56084	<|spk_1|>行好的了解情况先生请您消消气不应该出现这种情况的，那这样先生麻烦您听到一段音乐后不要挂机我马上联系骑手给您补送一下，您不要挂机我马上转接回来。	56084_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/56084_023.wav	56084_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/56084_017.wav
33937	<|spk_1|>那这样先生我会呃再次联系商家给您核实一下情况我会再次保持您一下，麻烦您听到一段音乐后不要挂机好吗我马上转接回来。	33937_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33937_000.wav	33937_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33937_025.wav
11853	<|spk_1|>哦美团外卖对的美团的。	11853_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11853_027.wav	11853_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11853_000.wav
54091	<|spk_1|>好的女士您看您这样，我现在。	54091_013	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/54091_013.wav	54091_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/54091_026.wav
32080	<|spk_1|>好的，那这样退款之后呢这笔订单金额将月结的时候不给您进行结算了，告知您一下。	32080_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32080_006.wav	32080_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32080_027.wav
44133	<|spk_1|>一个半点是吧？	44133_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44133_025.wav	44133_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44133_017.wav
22975	<|spk_1|>啊，商家名称是哪个呢？	22975_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/22975_024.wav	22975_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/22975_026.wav
39165	<|spk_1|>嗯好的感谢您，不客气。	39165_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/39165_028.wav	39165_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/39165_026.wav
37631	<|spk_1|>哎您好张先生非常抱歉您久等了。	37631_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37631_017.wav	37631_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/37631_024.wav
intern_f01_05250	<|spk_1|>您叫小美就可以了。	intern_f01_05250_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_05250_029.wav	intern_f01_05250_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_05250_026.wav
16579	<|spk_1|>那稍后呢平台给您发送评价短信，麻烦您对我的服务态度做个评价，感谢您的支持。	16579_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16579_025.wav	16579_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16579_028.wav
53164	<|spk_1|>右下角打开之后有四个点。	53164_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/53164_016.wav	53164_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/53164_021.wav
53150	<|spk_1|>请您稍等，请您稍等我查看一下。	53150_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/53150_025.wav	53150_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/53150_028.wav
48650	<|spk_1|>啊您好啊我是咱美团网的工作人员您好。	48650_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48650_017.wav	48650_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48650_027.wav
48324	<|spk_1|>呃大概会在四十分钟先生。	48324_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48324_023.wav	48324_011	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48324_011.wav
38925	<|spk_1|>那这样先生我联系商家那边也是持续没有联系到先生是这个情况。	38925_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/38925_024.wav	38925_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/38925_025.wav
04802	<|spk_1|>呃抱歉不是这个手机号先生。	04802_001	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/04802_001.wav	04802_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/04802_025.wav
57852	<|spk_1|>咱们服务态度，需要摆在第一位的先生。	57852_018	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/57852_018.wav	57852_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/57852_006.wav
45679	<|spk_1|>嗯麻烦您再次再次等待一下已经为您进行个提交处理中了很快的。	45679_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45679_019.wav	45679_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/45679_000.wav
50283	<|spk_1|>对是您在二月十八到三月十九这个阶段，您一共有八张红包，六张是赠送您的两张是。	50283_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/50283_021.wav	50283_003	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/50283_003.wav
50557	<|spk_1|>嗯没关系的就餐品丢失我也会为您进行处理女士。	50557_013	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/50557_013.wav	50557_005	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/50557_005.wav
05474	<|spk_1|>您好我姓申请问有什么可以帮您。	05474_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05474_026.wav	05474_005	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05474_005.wav
53212	<|spk_1|>您好先生，不是咱们这边不是，不处理咱们客户订单问题，是咱们权限确实有限，咱们一线坐席这边，嗯。	53212_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/53212_025.wav	53212_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/53212_028.wav
50491	<|spk_1|>您好先生，请问什么可以帮您？	50491_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/50491_026.wav	50491_013	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/50491_013.wav
32675	<|spk_1|>好的先生好抱歉给您带来麻烦了先生那请问还有其他可以帮您的吗。	32675_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32675_028.wav	32675_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/32675_010.wav
35075	<|spk_1|>那这样先生我向您的号码上嗯我向咱们您的这个幺三六手机号码上发送一条短信链接辛苦您上传一下您的后厨房照片辛苦您。	35075_009	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35075_009.wav	35075_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35075_002.wav
39772	<|spk_1|>啊，鸡肉卷它单卖这个金额大概是多少钱呢？	39772_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/39772_026.wav	39772_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/39772_023.wav
49766	<|spk_1|>纪站长，麻烦您保持电话畅通，有咱们专人专线为您进个回电处理，非常抱歉给您带来麻烦了。	49766_009	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/49766_009.wav	49766_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/49766_029.wav
35778	<|spk_1|>好的女士那请问还有其他可以帮您的吗？	35778_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35778_010.wav	35778_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35778_026.wav
35659	<|spk_1|>哦这个情况是吧。	35659_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35659_019.wav	35659_003	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35659_003.wav
14118	<|spk_1|>您看我这边，呃，短信验证码还是语音验证码呢？	14118_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/14118_027.wav	14118_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/14118_016.wav
57524	<|spk_1|>那这样女士那呃需要再次耽误您一点这个时间女士，耽误您不超过两分钟好吗？	57524_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/57524_016.wav	57524_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/57524_012.wav
intern_f01_10347	<|spk_1|>当您的朋友有需要找游乐类商家时，您有多大意愿给您的朋友推荐美团点评呢，满分是五分，五分代表非常愿意推荐的话，您会打几分呢？	intern_f01_10347_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_10347_024.wav	intern_f01_10347_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/intern_f01_10347_016.wav
11203	<|spk_1|>那这样祝您生活愉快，请您先挂机再见，稍后短信通知您请您注意查收。	11203_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11203_027.wav	11203_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/11203_002.wav
54052	<|spk_1|>您有和商家联络过了，商家说骑手不送是吧？	54052_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/54052_023.wav	54052_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/54052_028.wav
07330	<|spk_1|>嗯了解了女士确实非常抱歉给您带来不便。	07330_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/07330_021.wav	07330_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/07330_006.wav
57381	<|spk_1|>我和客户那边已经沟通了很长时间了，确实是客户那边也是不太好说话。	57381_007	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/57381_007.wav	57381_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/57381_025.wav
36297	<|spk_1|>不客气女士，那么这边不打扰您了，请您先挂机上传图片，感谢您。	36297_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36297_029.wav	36297_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36297_015.wav
49674	<|spk_1|>嗯嗯，我看到，看到了。	49674_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/49674_028.wav	49674_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/49674_012.wav
19060	<|spk_1|>您好我是美团网的工作人员我姓申，刚刚有来电反馈您这个柏记水饺这个问题，麻烦您现在收到这餐品了吗？	19060_027	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19060_027.wav	19060_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19060_000.wav
54666	<|spk_1|>好的女士那请问还有其他可以帮您的吗？	54666_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/54666_029.wav	54666_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/54666_006.wav
19628	<|spk_1|>嗯，是这样先生，建议您呢。	19628_005	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19628_005.wav	19628_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/19628_017.wav
02333	<|spk_1|>嗯好的先生，请问还有其他可以帮到您的吗？	02333_007	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/02333_007.wav	02333_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/02333_017.wav
44698	<|spk_1|>十五块钱这个是吧？那这样先生，您的这个问题呢，咱们已经是联系过商家了，已经督促商家，进行相应改进，非常抱歉给您带来麻烦了。	44698_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44698_026.wav	44698_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44698_021.wav
20741	<|spk_1|><n>我看您上报异常了吗先生。	20741_012	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/20741_012.wav	20741_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/20741_019.wav
40534	<|spk_1|>嗯，非常抱歉给您带来麻烦了先，特殊时期咱们商家可能是部分餐品的话可能是由于订单量比较大。	40534_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/40534_023.wav	40534_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/40534_000.wav
33037	<|spk_1|>请您稍您反映这配送费是不一样的是吗。	33037_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33037_015.wav	33037_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/33037_008.wav
16408	<|spk_1|>您好我姓申请问有什么可以帮您？	16408_016	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16408_016.wav	16408_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16408_025.wav
05374	<|spk_1|>李店长，您是这店长吗。	05374_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05374_020.wav	05374_014	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/05374_014.wav
44437	<|spk_1|>呃请问还有其他可以帮您的吗？	44437_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44437_021.wav	44437_025	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/44437_025.wav
54493	<|spk_1|>应该备齐的是吧？	54493_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/54493_026.wav	54493_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/54493_023.wav
21047	<|spk_1|>对对对对对。	21047_022	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21047_022.wav	21047_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/21047_029.wav
04789	<|spk_1|>零九零八是吗。	04789_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/04789_000.wav	04789_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/04789_026.wav
48297	<|spk_1|>那这样先生，啊咱这个，给咱们进行个部分退款这个四点六二，四点六三元，会在一到三个工作日原路返还到您的原支付账户，请注意查收先生。	48297_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48297_010.wav	48297_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/48297_029.wav
46220	<|spk_1|>三九六请您稍等。	46220_021	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46220_021.wav	46220_010	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/46220_010.wav
41751	<|spk_1|>打了很长时间打不通。	41751_022	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41751_022.wav	41751_000	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41751_000.wav
51841	<|spk_1|>这APP这个头像是什么呢？小黄袋鼠的，那这样先，您现在就打开您的美团外卖APP打开之后点开我的。	51841_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51841_028.wav	51841_014	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/51841_014.wav
16174	<|spk_1|>这是有问题的是吗？那这样女士呃麻烦您联系过这个商家了吗？	16174_005	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16174_005.wav	16174_020	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/16174_020.wav
49486	<|spk_1|>导致咱们现在就说也不想下楼去取这物品了，不想进行个配送了是吗？	49486_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/49486_029.wav	49486_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/49486_002.wav
47087	<|spk_1|>呃无法返到微信的，他们现在还没有这方面业务先生，呃方便的话，咱们您客户您可以从其他商家进行个下单。	47087_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/47087_024.wav	47087_013	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/47087_013.wav
41655	<|spk_1|>那这样先生，确实您问题也是比较特殊的，您的问题呢，我会交由咱们的更高级的专线人员，会在二十四小时之内，以电话的形式回复到您的来电号码，零三个七，您保持电话畅通就可以了。	41655_023	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41655_023.wav	41655_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/41655_008.wav
00426	<|spk_1|>是的是，是的是。	00426_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/00426_026.wav	00426_022	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/00426_022.wav
14072	<|spk_1|>那这样我为您转接到外卖商家专线。	14072_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/14072_026.wav	14072_024	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/14072_024.wav
49856	<|spk_1|>那这样先，我看到您是之前有过这个绑卡操作是吧？	49856_006	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/49856_006.wav	49856_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/49856_028.wav
20272	<|spk_1|>好的先生，这边不打扰您了，嗯，好的先生，稍后呢平台发送评价短信，麻烦您对我的服务态度做个评价，非常非常感谢您。	20272_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/20272_028.wav	20272_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/20272_008.wav
17005	<|spk_1|>那这样女士麻烦问一下您的支付方式非常抱歉。	17005_028	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17005_028.wav	17005_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/17005_002.wav
01013	<|spk_1|>啊麻烦您贵姓呢先生。	01013_014	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/01013_014.wav	01013_019	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/01013_019.wav
36270	<|spk_1|>做了是吧？无法提供图片了是吗？	36270_014	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36270_014.wav	36270_015	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/36270_015.wav
30980	<|spk_1|>啊您这边是同意给客户退款的是吗？	30980_008	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30980_008.wav	30980_026	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/30980_026.wav
35286	<|spk_1|>呃是咱们的这个美这个会员红包吗先生。	35286_029	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35286_029.wav	35286_002	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/35286_002.wav
39392	<|spk_1|>手机号码是幺八零八七三九八幺八六吗？	39392_017	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/39392_017.wav	39392_018	/home/work_nfs22/xmren/data/kefu/90w_tokens_noseed/39392_018.wav
